"﻿AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"TITULARIDAD";"URL";"E-MAIL";"TITULAR";"Total 2014-2015";"Total 2015-2016";"Total 2016-2017";"Total 2017-2018";"Total 2018-2019";"Educación Infantil Especial 2014-2015";"Educación Infantil Especial 2015-2016";"Educación Infantil Especial 2016-2017";"Educación Infantil Especial 2017-2018";"Educación Infantil Especial 2018-2019";"Infantil I Ciclo 2014-2015";"Infantil I Ciclo 2015-2016";"Infantil I Ciclo 2016-2017";"Infantil I Ciclo 2017-2018";"Infantil I Ciclo 2018-2019";"Infantil II Ciclo 2014-2015";"Infantil II Ciclo 2015-2016";"Infantil II Ciclo 2016-2017";"Infantil II Ciclo 2017-2018";"Infantil II Ciclo 2018-2019";"Educación Básica Obligatoria 2014-2015";"Educación Básica Obligatoria 2015-2016";"Educación Básica Obligatoria 2016-2017";"Educación Básica Obligatoria 2017-2018";"Educación Básica Obligatoria 2018-2019";"Primaria 2014-2015";"Primaria 2015-2016";"Primaria 2016-2017";"Primaria 2017-2018";"Primaria 2018-2019";"ESO 2014-2015";"ESO 2015-2016";"ESO 2016-2017";"ESO 2017-2018";"ESO 2018-2019";"Bachillerato 2014-2015";"Bachillerato 2015-2016";"Bachillerato 2016-2017";"Bachillerato 2017-2018";"Bachillerato 2018-2019";"FP GM 2014-2015";"FP GM 2015-2016";"FP GM 2016-2017";"FP GM 2017-2018";"FP GM 2018-2019";"FP GS 2014-2015";"FP GS 2015-2016";"FP GS 2016-2017";"FP GS 2017-2018";"FP GS 2018-2019";"FPB 2014-2015";"FPB 2015-2016";"FPB 2016-2017";"FPB 2017-2018";"FPB 2018-2019";"PCPI: Módulos Voluntarios 2014-2015";"PCPI: Módulos Voluntarios 2015-2016";"PCPI: Módulos Voluntarios 2016-2017";"PCPI: Módulos Voluntarios 2017-2018";"PCPI: Módulos Voluntarios 2018-2019";"PCPI: Especial 2014-2015";"PCPI: Especial 2015-2016";"PCPI: Especial 2016-2017";"PCPI: Especial 2017-2018";"PCPI: Especial 2018-2019";"Programa Formación Transición Vida Adulta 2014-2015";"Programa Formación Transición Vida Adulta 2015-2016";"Programa Formación Transición Vida Adulta 2016-2017";"Programa Formación Transición Vida Adulta 2017-2018";"Programa Formación Transición Vida Adulta 2018-2019";"Programas Profesionales Modalidad Especial 2014-2015";"Programas Profesionales Modalidad Especial 2015-2016";"Programas Profesionales Modalidad Especial 2016-2017";"Programas Profesionales Modalidad Especial 2017-2018";"Programas Profesionales Modalidad Especial 2018-2019";"lat";"lng"
"Madrid-Sur";"28042024";"IES";"PABLO NERUDA";"Calle Maestro, 31 ";"Leganés";"-";"28914";"916801909";"916864889";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28042024";"ies.neruda.leganes@educa.madrid.org";"";"720";"736";"779";"933";"953";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"399";"413";"426";"436";"441";"128";"135";"136";"156";"184";"87";"82";"100";"105";"112";"85";"86";"99";"216";"196";"";"";"";"";"";"";"";"";"";"";"11";"0";"0";"0";"0";"";"";"";"";"";"10";"20";"18";"20";"20";"40.329148";"-3.7458101"
"Madrid-Sur";"28043016";"IES";"PABLO PICASSO";"Calle De Pablo Picasso, S/n ";"Pinto";"-";"28320";"916921536";"916923423";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28043016";"ies.picasso.pinto@educa.madrid.org";"";"694";"762";"772";"836";"875";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"420";"479";"471";"513";"547";"155";"147";"151";"177";"177";"43";"45";"48";"52";"52";"56";"65";"68";"57";"60";"20";"26";"34";"37";"39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2379444";"-3.6948544"
"Madrid-Capital";"28021252";"IES";"PACIFICO";"Calle De Luis Mitjans, 41 ";"Madrid";"Retiro";"28007";"915523979";"914340337";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28021252";"ies.pacifico.madrid@educa.madrid.org";"";"367";"343";"486";"513";"526";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"218";"167";"174";"179";"174";"109";"96";"200";"219";"207";"40";"80";"112";"115";"145";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4041439";"-3.6685357"
"Madrid-Este";"28041500";"IES";"PALAS ATENEA";"Calle Arrope, S/n ";"Torrejón de Ardoz";"-";"28850";"916772915";"916774898";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28041500";"ies.palasatenea.torrejondeardoz@educa.madrid.org";"";"887";"928";"936";"965";"947";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"630";"676";"684";"707";"699";"257";"252";"252";"258";"248";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.463416";"-3.4576802"
"Madrid-Capital";"28021549";"IES";"PALOMERAS-VALLECAS";"Calle De La Arboleda, S/n ";"Madrid";"Puente de Vallecas";"28031";"913314503";"913325458";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28021549";"ies.palomerasvallecas.madrid@educa.madrid.org";"";"1246";"1283";"1407";"1417";"1473";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"477";"491";"517";"506";"514";"281";"308";"302";"299";"284";"169";"155";"227";"214";"237";"291";"278";"297";"341";"382";"28";"51";"64";"57";"56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3888201";"-3.628527099999999"
"Madrid-Capital";"28020727";"IES";"PARQUE ALUCHE";"Calle De Maqueda, 86 ";"Madrid";"Latina";"28024";"917182610";"917182498";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28020727";"ies.parquealuche.madrid@educa.madrid.org";"";"800";"804";"818";"827";"832";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"229";"234";"215";"224";"236";"109";"116";"120";"119";"80";"218";"192";"173";"185";"192";"197";"203";"240";"229";"223";"40";"59";"70";"61";"84";"7";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"9";"17";"40.3904061";"-3.76395"
"Madrid-Sur";"28038859";"IES";"PARQUE DE LISBOA";"Calle De La Paz, 6 ";"Alcorcón";"-";"28924";"916118712";"916120200";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28038859";"ies.parquelisboa.alcorcon@educa.madrid.org";"";"713";"747";"774";"774";"827";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"523";"546";"573";"561";"581";"190";"201";"201";"213";"246";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.347689";"-3.8154564"
"Madrid-Sur";"28045645";"IES";"PEDRO DE TOLOSA";"Calle De Los Estudios, 1 ";"San Martín de Valdeiglesias";"-";"28680";"918610145";"918612577";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28045645";"ies.pedrodetolosa.sanmartindevaldeiglesias@educa.madrid.org";"";"639";"636";"626";"649";"632";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"417";"432";"420";"425";"416";"139";"127";"131";"133";"130";"50";"44";"39";"64";"55";"16";"6";"0";"0";"0";"17";"27";"36";"27";"31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3624637";"-4.4048029"
"Madrid-Sur";"28072223";"IES";"PEDRO DUQUE";"Calle Beatriz Galindo, 1-3 ";"Leganés";"-";"28914";"916889133";"916800999";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072223";"ies.pedroduque.leganes@educa.madrid.org";"";"374";"349";"336";"334";"323";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"194";"196";"215";"225";"220";"167";"141";"102";"86";"83";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6";"0";"0";"0";"0";"";"";"";"";"";"7";"12";"19";"23";"20";"40.3267368";"-3.7535154"
"Madrid-Capital";"28074244";"IES";"PEDRO SALINAS";"Calle Del General Marvá, 24-26 ";"Madrid";"Usera";"28026";"915699236";"915699235";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28074244";"ies.pedrosalinas.madrid@educa.madrid.org";"";"1044";"1036";"980";"876";"828";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"616";"596";"587";"615";"644";"428";"440";"393";"261";"184";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.388762";"-3.708779499999999"
"Madrid-Norte";"28042103";"IES";"PINTOR ANTONIO LOPEZ";"Calle Del Orégano, 1 ";"Tres Cantos";"-";"28760";"918039102";"918030328";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28042103";"ies.antoniolopez.trescantos@educa.madrid.org";"";"732";"750";"787";"801";"797";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"442";"460";"508";"527";"531";"227";"235";"222";"210";"203";"";"";"";"";"";"63";"55";"57";"64";"63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6024173";"-3.7024583"
"Madrid-Capital";"28020715";"IES";"PIO BAROJA";"Calle De Tolosa, 2 ";"Madrid";"Usera";"28041";"913412613";"913417077";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28020715";"ies.piobaroja.madrid@educa.madrid.org";"";"549";"558";"827";"816";"805";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"33";"31";"144";"142";"137";"470";"491";"636";"621";"617";"13";"20";"30";"33";"32";"";"";"";"";"";"23";"0";"0";"0";"0";"";"";"";"";"";"10";"16";"17";"20";"19";"40.3729779";"-3.7189619"
"Madrid-Sur";"28030241";"IES";"PRADO DE SANTO DOMINGO";"Avenida Esteban Marquez, 3 ";"Alcorcón";"-";"28922";"916439100";"916432363";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030241";"ies.pradodesantodomingo.alcorcon@educa.madrid.org";"";"1233";"1201";"1234";"1280";"1322";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"473";"518";"495";"531";"528";"166";"154";"162";"151";"156";"399";"365";"355";"408";"421";"147";"135";"187";"159";"189";"29";"29";"35";"31";"28";"19";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.34019380000001";"-3.8403726"
"Madrid-Capital";"28037053";"IES";"PRADOLONGO";"Calle Del Albardín, 6 ";"Madrid";"Usera";"28026";"914699013";"915650391";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28037053";"ies.pradolongo.madrid@educa.madrid.org";"";"806";"786";"568";"582";"586";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"447";"432";"444";"459";"474";"124";"131";"124";"123";"112";"120";"112";"0";"0";"0";"115";"111";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3796476";"-3.7171897"
"Madrid-Capital";"28047411";"IES";"PRINCIPE FELIPE";"Calle De Finisterre, 60 ";"Madrid";"Fuencarral-El Pardo";"28029";"913146312";"913159895";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047411";"ies.principefelipe.madrid@educa.madrid.org";"";"1760";"1707";"1736";"2006";"2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"615";"641";"661";"683";"718";"488";"455";"451";"475";"482";"226";"228";"228";"246";"248";"414";"383";"396";"602";"551";"0";"0";"0";"0";"16";"17";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4807261";"-3.7027726"
"Madrid-Sur";"28041470";"IES";"PROFESOR ANGEL YSERN";"Paseo De La Estación, S/n ";"Navalcarnero";"-";"28600";"918101230";"918112560";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28041470";"ies.angelysern.navalcarnero@educa.madrid.org";"";"450";"500";"537";"620";"688";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"312";"377";"396";"489";"546";"138";"123";"141";"131";"142";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2932358";"-4.0105719"
"Madrid-Este";"28050732";"IES";"PROFESOR JULIO PEREZ";"Avenida De Levante, 141 ";"Rivas-Vaciamadrid";"-";"28521";"916704112";"916704113";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28050732";"ies.profesorjulioperez.rivas@educa.madrid.org";"";"721";"806";"884";"944";"991";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"554";"619";"692";"742";"754";"167";"187";"192";"202";"237";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.33227";"-3.51411"
"Madrid-Oeste";"28041378";"IES";"PROFESOR MAXIMO TRUEBA";"Calle De Santillana Del Mar, 22 ";"Boadilla del Monte";"-";"28660";"916321512";"916321518";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28041378";"ies.maximotrueba.boadilla@educa.madrid.org";"";"1042";"1031";"1098";"1108";"1103";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"707";"720";"723";"663";"631";"278";"267";"288";"355";"388";"31";"20";"41";"42";"37";"26";"24";"46";"48";"47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.406045";"-3.881679"
"Madrid-Capital";"28048282";"IES";"PUERTA BONITA";"Calle Del Padre Amigo, 5 ";"Madrid";"Carabanchel";"28025";"914661744";"914629367";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048282";"ies.puertabonita.madrid@educa.madrid.org";"";"702";"695";"827";"862";"899";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"83";"83";"159";"197";"209";"619";"612";"668";"665";"690";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3799038";"-3.7394875"
"Madrid-Este";"28038151";"IES";"RAFAEL ALBERTI";"Calle De La Virgen De La Cabeza, 29 ";"Coslada";"-";"28821";"916691944";"916693203";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28038151";"ies.alberti.coslada@educa.madrid.org";"";"369";"401";"388";"370";"329";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"298";"329";"315";"279";"224";"71";"72";"73";"91";"105";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4294328";"-3.5645241"
"Madrid-Sur";"28075492";"IES";"RAFAEL FRÜHBECK DE BURGOS";"Calle Humanes De Madrid, 14 ";"Leganés";"-";"28914";"914669381";"913787186";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28075492";"ies.rafaelfruhbeckdeburgos.leganes@educa.madrid.org";"";"238";"309";"398";"451";"539";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"238";"264";"312";"358";"432";"0";"45";"86";"93";"107";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3095438";"-3.7877404"
"Madrid-Capital";"28028672";"IES";"RAMIRO DE MAEZTU";"Calle De Serrano, 127 ";"Madrid";"Chamartín";"28006";"915617838";"914110865";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28028672";"ies.ramirodemaeztu.madrid@educa.madrid.org";"";"1949";"1966";"1879";"1648";"1535";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"777";"802";"790";"782";"745";"1172";"1164";"1089";"866";"790";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4424331";"-3.6863329"
"Madrid-Capital";"28030150";"IES";"RAMON Y CAJAL";"Avenida De Manoteras, 55 ";"Madrid";"Hortaleza";"28050";"917660911";"917665080";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030150";"ies.ramonycajal.madrid@educa.madrid.org";"";"347";"339";"381";"427";"406";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"198";"215";"221";"253";"243";"149";"124";"160";"174";"163";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4876393";"-3.6600662"
"Madrid-Sur";"28044719";"IES";"RAYUELA";"Calle Magallanes, 14 ";"Móstoles";"-";"28933";"916641407";"916640905";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28044719";"ies.rayuela.mostoles@educa.madrid.org";"";"732";"767";"800";"864";"860";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"409";"432";"453";"466";"473";"301";"314";"326";"381";"365";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"0";"0";"0";"0";"";"";"";"";"";"10";"21";"21";"17";"22";"40.3311089";"-3.874968"
"Madrid-Capital";"28057271";"IES";"RENACIMIENTO";"Calle De Castellflorite, 4 ";"Madrid";"Carabanchel";"28019";"914615211";"91 5256849";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057271";"ies.renacimiento.madrid@educa.madrid.org";"";"1598";"1551";"1539";"1521";"1512";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"486";"426";"403";"402";"424";"175";"192";"180";"153";"132";"404";"390";"390";"391";"377";"477";"477";"475";"482";"480";"30";"66";"91";"93";"99";"26";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3936682";"-3.738451599999999"
"Madrid-Este";"28037065";"IES";"REY FERNANDO VI";"Avenida De Irún, S/n ";"San Fernando de Henares";"-";"28830";"916730241";"916741584";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28037065";"ies.reyfernando.sanfernando@educa.madrid.org";"";"1133";"1159";"1115";"1110";"1125";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"567";"594";"558";"542";"552";"177";"169";"174";"176";"170";"155";"154";"144";"152";"168";"177";"156";"144";"142";"145";"57";"86";"95";"98";"90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4233477";"-3.5304015"
"Madrid-Capital";"28020624";"IES";"REY PASTOR";"Calle Del Corregidor José De Pasamonte, 17 ";"Madrid";"Moratalaz";"28030";"914392661";"914371764";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28020624";"ies.reypastor.madrid@educa.madrid.org";"";"1103";"1061";"1029";"919";"865";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"548";"517";"517";"523";"542";"555";"544";"512";"396";"323";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4106658";"-3.648072099999999"
"Madrid-Capital";"28037028";"IES";"ROSA CHACEL";"Calle De Abizanda, 70 ";"Madrid";"Hortaleza";"28033";"913821905";"917646902";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28037028";"ies.rosachacel.madrid@educa.madrid.org";"";"534";"451";"511";"403";"416";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"183";"115";"48";"0";"0";"121";"128";"124";"70";"22";"57";"40";"77";"87";"100";"173";"152";"230";"207";"252";"0";"16";"32";"39";"42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4772301";"-3.6519589"
"Madrid-Norte";"28042981";"IES";"ROSA CHACEL";"Calle De Las Huertas, 68 ";"Colmenar Viejo";"-";"28770";"918464801";"918463646";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28042981";"ies.rosachacel.colmenarviejo@educa.madrid.org";"";"806";"820";"860";"873";"828";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"567";"582";"601";"551";"512";"239";"238";"259";"322";"316";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6556449";"-3.7652147"
"Madrid-Oeste";"28059279";"IES";"SABINO FERNANDEZ CAMPO";"Calle Elisadero, 28 ";"Robledo de Chavela";"-";"28294";"918981528";"918995876";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28059279";"ies.sabinofernandezcampo.robledo@educa.madrid.org";"";"137";"151";"133";"137";"153";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"137";"151";"133";"137";"153";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4987965";"-4.2349367"
"Madrid-Sur";"28039803";"IES";"SALVADOR ALLENDE";"Calle De Andalucía, 12 ";"Fuenlabrada";"-";"28941";"916977213";"916098879";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28039803";"ies.salvadorallende.fuenlabrada@educa.madrid.org";"";"1211";"1176";"1224";"1153";"1136";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"419";"427";"439";"419";"406";"175";"174";"181";"145";"139";"355";"334";"348";"325";"314";"177";"157";"163";"160";"171";"60";"84";"93";"104";"106";"25";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2893557";"-3.7973737"
"Madrid-Sur";"28038291";"IES";"SALVADOR DALI";"Calle Austria, 7 ";"Leganés";"-";"28916";"916862999";"916802709";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28038291";"ies.salvadordali.leganes@educa.madrid.org";"";"428";"459";"458";"508";"532";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"339";"370";"365";"371";"367";"89";"89";"93";"137";"157";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"8";"40.33706859999999";"-3.7427004"
"Madrid-Capital";"28039876";"IES";"SALVADOR DALÍ";"Calle De Verdaguer Y García, 2 ";"Madrid";"Ciudad Lineal";"28027";"914049490";"913264503";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28039876";"ies.salvadordali.madrid@educa.madrid.org";"";"395";"354";"323";"326";"353";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"260";"238";"199";"211";"227";"135";"116";"124";"115";"126";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.439689";"-3.6564034"
"Madrid-Norte";"28046339";"IES";"SAN AGUSTIN DE GUADALIX";"Avenida De Félix Rodríguez De La Fuente, S/n ";"San Agustín del Guadalix";"-";"28750";"918419346";"918419927";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046339";"ies.sanagustin.sanagustin@educa.madrid.org";"";"746";"723";"682";"648";"677";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"538";"532";"492";"510";"531";"208";"191";"190";"138";"128";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6803771";"-3.6211775"
"Madrid-Capital";"28020570";"IES";"SAN BLAS";"Calle De Arcos De Jalón, 120 ";"Madrid";"San Blas-Canillejas";"28037";"913061148";"913240029";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28020570";"ies.sanblas.madrid@educa.madrid.org";"";"603";"664";"821";"810";"785";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"271";"271";"251";"230";"218";"262";"274";"363";"390";"373";"70";"119";"207";"190";"194";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4262052";"-3.6129447"
"Madrid-Capital";"28018472";"IES";"SAN CRISTOBAL DE LOS ANGELES";"Plaza De Los Pinazo, 7 ";"Madrid";"Villaverde";"28021";"917972584";"915053607";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28018472";"ies.sancristobal.madrid@educa.madrid.org";"";"480";"492";"499";"505";"522";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"383";"388";"414";"434";"431";"97";"104";"85";"71";"91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3423769";"-3.6904057"
